"utt_id";"utterance";"api_calls";"api_name";"api_method_name";"documentation";"persona_number";"persona_description";"llm_name"
"1345";"Could you look up five recent papers from 2024 about AI music generation? I want ideas for my own compositions and classroom arranging exercises, so sort them by relevance.";"[{""name"": ""search_paper"", ""arguments"": {""query"": ""AI music generation"", ""year"": 2024, ""max_results"": 5, ""sort_by"": ""relevance""}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"71998";"a striving Turkish female music teacher who is also pursuing her own music career";"gpt-5.4"
"1346";"Find me papers by Yoshua Bengio on deep learning for audio, and keep the list to three results. I'm trying to understand better tools for vocal processing before my next studio session.";"[{""name"": ""search_paper"", ""arguments"": {""query"": ""deep learning audio"", ""author"": ""Yoshua Bengio"", ""max_results"": 3}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"71998";"a striving Turkish female music teacher who is also pursuing her own music career";"gpt-5.4"
"1347";"I'm preparing a lesson on how recommendation systems shape what my students hear on Spotify and YouTube. Please search for papers with ""recommendation systems"" in the title under computer science AI from 2023, and order them by the latest updates.";"[{""name"": ""search_paper"", ""arguments"": {""title"": ""recommendation systems"", ""category"": ""cs.AI"", ""year"": 2023, ""sort_by"": ""lastUpdatedDate""}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"71998";"a striving Turkish female music teacher who is also pursuing her own music career";"gpt-5.4"
"1348";"Can you gather four scholarly articles on music information retrieval in computer science? I need solid reading material for a workshop where I'll connect makam analysis with modern technology, so rank them by relevance.";"[{""name"": ""search_paper"", ""arguments"": {""query"": ""music information retrieval"", ""category"": ""cs.AI"", ""max_results"": 4, ""sort_by"": ""relevance""}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"71998";"a striving Turkish female music teacher who is also pursuing her own music career";"gpt-5.4"
"1349";"Search for papers from 2022 with ""singing voice"" in the title. I want up to six because I'm comparing research ideas for breath control, stage performance, and recording techniques for my own artist project.";"[{""name"": ""search_paper"", ""arguments"": {""title"": ""singing voice"", ""year"": 2022, ""max_results"": 6}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"71998";"a striving Turkish female music teacher who is also pursuing her own music career";"gpt-5.4"
"1350";"Could you dig up 6 papers on audio source separation for my warehouse rave setup? Sort them by relevance so I can skim the best ones before tonight's set.";"[{""name"": ""search_paper"", ""arguments"": {""query"": ""audio source separation"", ""max_results"": 6, ""sort_by"": ""relevance""}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"161409";"A DJ who hosts loud parties and is unaware of the disturbance caused";"gpt-5.4"
"1351";"I want scholarly articles by Yoshua Bengio on generative models, and give me the newest submissions first because I'm always chasing fresh tricks for massive party visuals.";"[{""name"": ""search_paper"", ""arguments"": {""query"": ""generative models"", ""author"": ""Yoshua Bengio"", ""sort_by"": ""submittedDate""}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"161409";"A DJ who hosts loud parties and is unaware of the disturbance caused";"gpt-5.4"
"1352";"Pull 4 papers from 2023 in cs.AI with ""music generation"" in the title; I'm looking for ideas to keep my rooftop crowd moving till sunrise.";"[{""name"": ""search_paper"", ""arguments"": {""title"": ""music generation"", ""category"": ""cs.AI"", ""year"": 2023, ""max_results"": 4}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"161409";"A DJ who hosts loud parties and is unaware of the disturbance caused";"gpt-5.4"
"1353";"Can you find papers in cs.SD about beat tracking and order them by last update date? I need recent reading for tightening transitions between my reggaeton and techno sets.";"[{""name"": ""search_paper"", ""arguments"": {""query"": ""beat tracking"", ""category"": ""cs.SD"", ""sort_by"": ""lastUpdatedDate""}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"161409";"A DJ who hosts loud parties and is unaware of the disturbance caused";"gpt-5.4"
"1354";"Show me 5 2024 papers by Ian Goodfellow with ""adversarial"" in the title, sorted by relevance; I swear the laser screens at my block party deserve smarter visuals.";"[{""name"": ""search_paper"", ""arguments"": {""title"": ""adversarial"", ""author"": ""Ian Goodfellow"", ""year"": 2024, ""max_results"": 5, ""sort_by"": ""relevance""}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"161409";"A DJ who hosts loud parties and is unaware of the disturbance caused";"gpt-5.4"
"1355";"Could you look up recent papers on predictive processing and meditation in computational neuroscience? I want something from 2023, and five results sorted by relevance would be perfect for my seminar notes.";"[{""name"": ""search_paper"", ""arguments"": {""query"": ""predictive processing meditation"", ""category"": ""q-bio.NC"", ""year"": 2023, ""max_results"": 5, ""sort_by"": ""relevance""}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"28788";"A psychology doctoral student exploring the connections between cognitive science and Eastern philosophy";"gpt-5.4"
"1356";"Find me articles by Karl Friston on the free energy principle. I'm trying to connect them with Buddhist ideas about perception, so give me eight papers ordered by submission date.";"[{""name"": ""search_paper"", ""arguments"": {""query"": ""free energy principle"", ""author"": ""Karl Friston"", ""max_results"": 8, ""sort_by"": ""submittedDate""}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"28788";"A psychology doctoral student exploring the connections between cognitive science and Eastern philosophy";"gpt-5.4"
"1357";"Please pull papers with ""attention schema"" in the title from 2022. I only need four, and sort them by the latest updates because I'm comparing them with contemplative models of awareness.";"[{""name"": ""search_paper"", ""arguments"": {""title"": ""attention schema"", ""year"": 2022, ""max_results"": 4, ""sort_by"": ""lastUpdatedDate""}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"28788";"A psychology doctoral student exploring the connections between cognitive science and Eastern philosophy";"gpt-5.4"
"1358";"I'm preparing a reading list that links machine consciousness debates with Zen philosophy. Can you search artificial intelligence papers on consciousness from 2024 and show me six of the most relevant ones?";"[{""name"": ""search_paper"", ""arguments"": {""query"": ""consciousness"", ""category"": ""cs.AI"", ""year"": 2024, ""max_results"": 6, ""sort_by"": ""relevance""}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"28788";"A psychology doctoral student exploring the connections between cognitive science and Eastern philosophy";"gpt-5.4"
"1359";"Track down papers by Yoshua Bengio about self-supervised learning for me. Seven results sorted by the most recent submission date would help, since I'm thinking about how representation learning relates to non-conceptual cognition.";"[{""name"": ""search_paper"", ""arguments"": {""query"": ""self-supervised learning"", ""author"": ""Yoshua Bengio"", ""max_results"": 7, ""sort_by"": ""submittedDate""}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"28788";"A psychology doctoral student exploring the connections between cognitive science and Eastern philosophy";"gpt-5.4"
"1360";"Could you look up recent papers on glacier retreat in Iceland? I want up to 8 results from 2024, and please order them by relevance so I can weave the strongest science into my next travel essay.";"[{""name"": ""search_paper"", ""arguments"": {""query"": ""glacier retreat Iceland"", ""year"": 2024, ""max_results"": 8, ""sort_by"": ""relevance""}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"168135";"A travel writer who documents journeys to natural wonders around the world, including the remarkable terrains of Iceland";"gpt-5.4"
"1361";"Find me scholarly articles by Yoshua Bengio about generative models; I'm curious how the ideas shaping creative technology might influence visual storytelling on the road. Just bring back 5 papers.";"[{""name"": ""search_paper"", ""arguments"": {""query"": ""generative models"", ""author"": ""Yoshua Bengio"", ""max_results"": 5}}]";"";"search_paper";"{""api_name"": """", ""api_description"": ""Search for and retrieve scientific scholarly articles from the arXiv repository."", ""api_method_name"": ""search_paper"", ""api_method_description"": ""Performs an advanced search for scientific papers. It returns metadata including the paper title, authors, abstract, publication date, and direct links to the PDF. It allows for complex filtering using authors, specific titles, and categories."", ""api_method_required_parameters"": [{""name"": ""query"", ""type"": ""STRING"", ""description"": ""General keywords to search across all fields."", ""required"": false}, {""name"": ""title"", ""type"": ""STRING"", ""description"": ""Filter by a specific word or phrase in the paper title."", ""required"": false}, {""name"": ""author"", ""type"": ""STRING"", ""description"": ""Filter by a specific author's name."", ""required"": false}, {""name"": ""category"", ""type"": ""STRING"", ""description"": ""ArXiv category code (e.g., 'cs.AI' for Artificial Intelligence, 'physics.gen-ph')."", ""required"": false}, {""name"": ""year"", ""type"": ""INTEGER"", ""description"": ""The specific year of publication (e.g., 2026)."", ""required"": false}, {""name"": ""max_results"", ""type"": ""INTEGER"", ""description"": ""Maximum number of papers to return. Default is 10."", ""required"": false}, {""name"": ""sort_by"", ""type"": ""STRING"", ""description"": ""Criteria to sort results."", ""default"": ""submittedDate"", ""values"": [""relevance"", ""lastUpdatedDate"", ""submittedDate""], ""required"": false}]}";"168135";"A travel writer who documents journeys to natural wonders around the world, including the remarkable terrains of Iceland";"gpt-5.4"
