"utt_id";"utterance";"api_calls";"api_name";"api_method_name";"documentation";"llm_name"
"31";"Pull Tesla's performance over the last month with daily data for me.";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""TSLA"", ""period"": ""1mo"", ""interval"": ""1d""}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"32";"I want to see Microsoft's year-to-date stock movement using weekly intervals.";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""MSFT"", ""period"": ""ytd"", ""interval"": ""1wk""}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"33";"Show me NVIDIA's six-month trend with one-hour granularity, and add the market cap information too.";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""NVDA"", ""period"": ""6mo"", ""interval"": ""1h"", ""include_info"": true}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"34";"Would you look up Amazon over the past five days with 30-minute updates?";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""AMZN"", ""period"": ""5d"", ""interval"": ""30m""}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"35";"Can you check how Apple is trading today and include the company details like market cap and sector?";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""AAPL"", ""period"": ""1d"", ""interval"": ""1d"", ""include_info"": true}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"36";"Pull Tesla's performance over the last month with daily data.";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""TSLA"", ""period"": ""1mo"", ""interval"": ""1d""}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"37";"I want to see Microsoft's year-to-date stock movement using weekly intervals, and add valuation details too.";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""MSFT"", ""period"": ""ytd"", ""interval"": ""1wk"", ""include_info"": true}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"38";"Show me Nvidia's last five days of trading at 30-minute granularity.";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""NVDA"", ""period"": ""5d"", ""interval"": ""30m""}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"39";"Would you look up Amazon for the past six months with monthly intervals?";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""AMZN"", ""period"": ""6mo"", ""interval"": ""1mo""}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"40";"Could you check how AAPL is doing over the last month with daily data, and include company details like market cap and sector?";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""AAPL"", ""period"": ""1mo"", ""interval"": ""1d"", ""include_info"": true}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"41";"I want to see Tesla's performance for the past five days in 30-minute intervals.";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""TSLA"", ""period"": ""5d"", ""interval"": ""30m""}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"42";"Pull Microsoft's year-to-date stock numbers with daily updates and add valuation metrics too.";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""MSFT"", ""period"": ""ytd"", ""interval"": ""1d"", ""include_info"": true}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"43";"Can you look up NVIDIA for the last six months using weekly data?";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""NVDA"", ""period"": ""6mo"", ""interval"": ""1wk""}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"44";"Show me Amazon's intraday movement for today with 5-minute granularity.";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""AMZN"", ""period"": ""1d"", ""interval"": ""5m""}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"45";"Can you check how Apple has performed over the last month with daily data and include company details like market cap and sector?";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""AAPL"", ""period"": ""1mo"", ""interval"": ""1d"", ""include_info"": true}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"46";"I want to see Tesla's movement during the past five days in 30-minute intervals.";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""TSLA"", ""period"": ""5d"", ""interval"": ""30m""}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"47";"Pull up Microsoft's year-to-date stock performance using weekly data, and add valuation information too.";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""MSFT"", ""period"": ""ytd"", ""interval"": ""1wk"", ""include_info"": true}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"48";"Show me NVIDIA's stock trend across the last six months with one-day intervals.";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""NVDA"", ""period"": ""6mo"", ""interval"": ""1d""}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
"49";"Please look up Amazon for the past two years on a monthly basis and include extra company stats.";"[{""name"": ""get_stock_data"", ""arguments"": {""stock"": ""AMZN"", ""period"": ""2y"", ""interval"": ""1mo"", ""include_info"": true}}]";"Stock Market Data";"get_stock_data";"{""api_name"": ""Stock Market Data"", ""api_description"": ""Retrieve real-time and historical stock market performance using Yahoo Finance data."", ""api_method_name"": ""get_stock_data"", ""api_method_description"": ""Fetches current price, percentage change, and period highs for a given stock. Optionally returns market metadata such as market cap, P/E ratio, dividend yield, and sector information."", ""api_method_required_parameters"": [{""name"": ""stock"", ""type"": ""STRING"", ""description"": ""The stock symbol to query (e.g., 'AAPL', 'TSLA', 'MSFT')."", ""required"": true}, {""name"": ""period"", ""type"": ""STRING"", ""description"": ""The time window for historical data."", ""values"": [""1d"", ""5d"", ""1mo"", ""3mo"", ""6mo"", ""1y"", ""2y"", ""5y"", ""10y"", ""ytd"", ""max""], ""default"": ""1d"", ""required"": false}, {""name"": ""interval"", ""type"": ""STRING"", ""description"": ""The data granularity/frequency."", ""values"": [""1m"", ""2m"", ""5m"", ""15m"", ""30m"", ""60m"", ""90m"", ""1h"", ""1d"", ""5d"", ""1wk"", ""1mo"", ""3mo""], ""default"": ""1d"", ""required"": false}, {""name"": ""include_info"", ""type"": ""BOOLEAN"", ""description"": ""If set to true, returns additional company metadata like market cap, P/E ratio, and sector."", ""default"": false, ""required"": false}]}";"gpt-5.4"
